radio,mcc,mnc,network,lat,lon,range,updated,Tech_Class
GSM,604,1,IAM,35.881728,-5.508767,1151,2024-04-30 06:13:11,Class_B
GSM,604,1,IAM,35.88278,-5.506883,1356,2024-04-30 06:13:07,Class_B
GSM,604,2,inwi,35.885689,-5.506061,8570,2023-12-16 20:11:16,Class_B
GSM,604,2,inwi,35.882266,-5.508397,9111,2023-12-16 19:24:25,Class_B
GSM,604,2,inwi,35.875809,-5.51754,12919,2023-12-16 19:24:22,Class_B
GSM,604,1,IAM,35.788385,-5.804755,1018,2023-10-25 20:21:08,Class_B
GSM,604,1,IAM,35.783878,-5.807893,1000,2023-10-25 20:21:08,Class_B
GSM,604,1,IAM,35.781207,-5.806287,1000,2023-10-25 20:21:08,Class_B
GSM,604,1,IAM,35.790267,-5.804983,1000,2023-10-25 20:21:07,Class_B
GSM,604,1,IAM,35.790273,-5.80511,1000,2023-10-25 20:21:07,Class_B
GSM,604,1,IAM,35.788321,-5.807299,1000,2023-10-25 20:21:07,Class_B
GSM,604,2,inwi,35.790232,-5.805103,1000,2023-10-25 20:21:07,Class_B
GSM,604,1,IAM,35.87444,-5.517623,1600,2023-06-03 17:42:47,Class_B
GSM,604,1,IAM,35.883441,-5.506089,840,2023-06-03 16:38:11,Class_B
GSM,604,1,IAM,35.373323,-6.020931,16589,2023-06-01 15:45:06,Class_B
GSM,604,2,inwi,35.886755,-5.493044,2746,2023-03-19 17:39:37,Class_B
GSM,604,1,IAM,35.203453,-6.082876,16987,2023-03-19 17:29:22,Class_B
GSM,604,2,inwi,35.759037,-5.616378,16356,2023-03-19 15:45:32,Class_B
GSM,604,1,IAM,35.46595,-6.008221,3652,2023-03-06 19:07:29,Class_B
GSM,604,2,inwi,35.83137,-5.55606,5972,2023-03-06 18:04:52,Class_B
GSM,604,2,inwi,35.864915,-5.527625,2501,2023-03-06 18:00:07,Class_B
GSM,604,1,IAM,35.875848,-5.516726,1131,2023-03-06 17:53:31,Class_B
GSM,604,2,inwi,35.879086,-5.51107,3078,2023-03-06 17:10:08,Class_B
UMTS,604,1,IAM,35.615507,-5.960647,1000,2022-10-27 08:34:16,Class_B
UMTS,604,1,IAM,35.520034,-5.990816,1000,2022-10-27 08:28:06,Class_B
UMTS,604,1,IAM,34.941023,-6.202063,2677,2022-10-27 07:49:15,Class_B
UMTS,604,1,IAM,34.921261,-6.203897,1546,2022-10-27 07:47:56,Class_B
GSM,604,0,Orange,34.507122,-6.340138,2001,2022-09-19 10:51:53,Class_B
UMTS,604,1,IAM,34.624055,-6.123077,1759,2022-09-19 10:25:19,Class_B
UMTS,604,1,IAM,34.624603,-6.122179,1015,2022-09-19 10:25:05,Class_B
GSM,604,0,Orange,35.023473,-5.487634,6331,2022-09-17 07:18:02,Class_B
UMTS,604,0,Orange,35.030082,-5.476176,1000,2022-09-17 07:17:32,Class_B
UMTS,604,0,Orange,35.008419,-5.492121,2319,2022-09-17 07:15:42,Class_B
UMTS,604,0,Orange,34.988321,-5.52187,1274,2022-09-17 07:10:43,Class_B
GSM,604,0,Orange,34.984755,-5.541434,1000,2022-09-17 07:07:53,Class_B
GSM,604,0,Orange,34.987245,-5.539309,1000,2022-09-17 07:07:53,Class_B
GSM,604,0,Orange,34.980332,-5.541806,1056,2022-09-17 07:07:53,Class_B
GSM,604,0,Orange,34.978555,-5.54203,1447,2022-09-17 07:07:53,Class_B
GSM,604,0,Orange,34.973639,-5.543064,1379,2022-09-17 07:07:12,Class_B
UMTS,604,0,Orange,34.957827,-5.532536,1000,2022-09-17 07:04:23,Class_B
UMTS,604,0,Orange,34.933558,-5.533979,2304,2022-09-17 07:02:53,Class_B
UMTS,604,0,Orange,34.898917,-5.535908,2327,2022-09-17 06:58:23,Class_B
UMTS,604,0,Orange,34.864837,-5.538458,2723,2022-09-17 06:55:02,Class_B
GSM,604,0,Orange,34.792271,-5.741886,5030,2022-09-17 06:26:41,Class_B
UMTS,604,1,IAM,34.79078,-5.728601,1397,2022-09-17 06:26:23,Class_B
GSM,604,0,Orange,34.792428,-5.744279,4818,2022-09-17 06:26:23,Class_B
GSM,604,0,Orange,34.801515,-5.781082,3321,2022-09-17 06:23:43,Class_B
UMTS,604,1,IAM,34.815803,-5.833531,2162,2022-09-17 06:18:11,Class_B
UMTS,604,1,IAM,34.818281,-5.828013,1491,2022-09-17 06:17:52,Class_B
UMTS,604,1,IAM,34.813675,-5.84586,2052,2022-09-17 06:16:32,Class_B
UMTS,604,1,IAM,34.802533,-5.87203,1241,2022-09-17 06:13:23,Class_B
UMTS,604,1,IAM,34.798941,-5.877544,1000,2022-09-17 06:13:02,Class_B
UMTS,604,1,IAM,34.789001,-5.908618,1829,2022-09-17 06:10:59,Class_B
UMTS,604,1,IAM,34.791572,-5.899583,1000,2022-09-17 06:10:48,Class_B
UMTS,604,1,IAM,34.786232,-5.916994,1000,2022-09-17 06:08:11,Class_B
GSM,604,0,Orange,34.615117,-6.146341,16359,2022-09-17 05:27:52,Class_B
GSM,604,0,Orange,34.616254,-6.14322,12619,2022-09-17 05:27:52,Class_B
UMTS,604,1,IAM,35.152391,-6.134505,1001,2022-05-27 12:13:45,Class_B
UMTS,604,1,IAM,35.152401,-6.134331,1000,2022-05-27 12:13:45,Class_B
UMTS,604,1,IAM,34.849226,-6.224848,1000,2022-05-27 11:53:15,Class_B
UMTS,604,1,IAM,34.848608,-6.224843,1000,2022-05-27 11:53:05,Class_B
UMTS,604,1,IAM,34.849895,-6.225313,1392,2022-05-27 11:53:05,Class_B
UMTS,604,1,IAM,34.849086,-6.225954,1463,2022-05-27 11:53:05,Class_B
UMTS,604,1,IAM,35.452333,-6.021142,1000,2022-05-03 10:29:48,Class_B
UMTS,604,1,IAM,35.498941,-5.987585,1000,2022-05-03 10:26:17,Class_B
UMTS,604,1,IAM,35.499642,-5.992969,1598,2022-05-03 10:26:07,Class_B
GSM,604,1,IAM,35.880593,-5.767111,1000,2022-05-03 09:07:12,Class_B
UMTS,604,1,IAM,35.896376,-5.76309,1000,2022-05-03 09:05:18,Class_B
UMTS,604,1,IAM,34.82185,-6.270515,6092,2022-04-29 14:17:11,Class_B
UMTS,604,1,IAM,34.840437,-6.238411,6378,2022-04-29 14:13:08,Class_B
GSM,604,1,IAM,35.523868,-5.986511,7814,2022-03-21 14:06:01,Class_B
GSM,604,1,IAM,35.879394,-5.514303,1000,2021-10-03 20:41:58,Class_B
GSM,604,1,IAM,35.883545,-5.503246,2008,2021-10-03 19:20:01,Class_B
GSM,604,1,IAM,35.883274,-5.505648,1000,2021-10-03 19:17:01,Class_B
UMTS,604,1,IAM,34.603006,-6.435107,1101,2021-09-26 11:26:04,Class_B
UMTS,604,1,IAM,34.60369,-6.434829,1181,2021-09-26 11:26:04,Class_B
UMTS,604,1,IAM,35.350569,-6.064166,5837,2021-09-25 06:42:08,Class_B
UMTS,604,1,IAM,35.35268,-6.062709,1149,2021-09-25 06:42:08,Class_B
GSM,604,1,IAM,35.678254,-5.927726,1000,2021-09-20 14:36:07,Class_B
GSM,604,2,inwi,35.836829,-5.564121,6327,2020-03-10 13:02:45,Class_B
GSM,604,2,inwi,35.855212,-5.547639,5770,2020-03-10 13:02:45,Class_B
UMTS,604,1,IAM,34.965277,-6.200403,2387,2019-10-06 15:38:50,Class_B
UMTS,604,1,IAM,35.590802,-5.959324,1517,2019-10-06 15:04:27,Class_B
UMTS,604,1,IAM,35.607694,-5.961849,6224,2019-10-06 15:04:10,Class_B
UMTS,604,1,IAM,35.63087,-5.959973,1517,2019-10-06 15:03:24,Class_B
UMTS,604,1,IAM,35.645689,-5.958406,1158,2019-10-06 15:02:48,Class_B
UMTS,604,1,IAM,35.660401,-5.947523,1146,2019-10-06 15:02:00,Class_B
UMTS,604,1,IAM,35.669177,-5.937801,1557,2019-10-06 15:01:06,Class_B
UMTS,604,1,IAM,35.674604,-5.930527,1287,2019-10-06 15:00:28,Class_B
UMTS,604,1,IAM,35.673747,-5.911254,1192,2019-10-06 14:59:50,Class_B
UMTS,604,1,IAM,35.665599,-5.894354,1000,2019-10-06 14:58:18,Class_B
UMTS,604,1,IAM,35.656961,-5.874639,1597,2019-10-06 14:57:18,Class_B
UMTS,604,1,IAM,35.653458,-5.849076,1743,2019-10-06 14:55:22,Class_B
UMTS,604,1,IAM,35.6626,-5.827677,2125,2019-10-06 14:53:35,Class_B
UMTS,604,1,IAM,35.672816,-5.79903,3540,2019-10-06 14:52:46,Class_B
UMTS,604,1,IAM,35.675176,-5.798161,1597,2019-10-06 14:52:08,Class_B
UMTS,604,1,IAM,35.671299,-5.757595,2094,2019-10-06 14:50:21,Class_B
UMTS,604,1,IAM,35.681842,-5.724663,1000,2019-10-06 14:47:55,Class_B
UMTS,604,1,IAM,35.690687,-5.680186,2265,2019-10-06 14:46:13,Class_B
UMTS,604,1,IAM,35.706578,-5.655782,1950,2019-10-06 14:44:40,Class_B
UMTS,604,1,IAM,35.728433,-5.631557,2826,2019-10-06 14:42:58,Class_B
UMTS,604,1,IAM,35.736469,-5.625109,1547,2019-10-06 14:42:00,Class_B
UMTS,604,1,IAM,35.756782,-5.617431,1544,2019-10-06 14:40:04,Class_B
UMTS,604,1,IAM,35.779583,-5.609974,1632,2019-10-06 14:38:42,Class_B
UMTS,604,1,IAM,35.840193,-5.561343,1000,2019-10-06 14:32:47,Class_B
UMTS,604,1,IAM,35.841822,-5.561044,1000,2019-10-06 14:32:30,Class_B
UMTS,604,1,IAM,35.834419,-5.583633,2285,2019-10-06 14:27:46,Class_B
UMTS,604,1,IAM,35.835942,-5.575716,1605,2019-10-06 14:26:22,Class_B
UMTS,604,1,IAM,35.81963,-5.712581,3432,2019-10-06 13:27:29,Class_B
UMTS,604,1,IAM,35.688985,-5.918123,1076,2019-10-05 15:59:39,Class_B
UMTS,604,1,IAM,35.567176,-5.968751,2277,2019-10-05 15:50:01,Class_B
UMTS,604,1,IAM,35.482237,-5.993223,1021,2019-10-05 15:44:23,Class_B
UMTS,604,1,IAM,35.460218,-6.014375,1000,2019-10-05 15:42:52,Class_B
UMTS,604,1,IAM,35.441378,-6.024798,1000,2019-10-05 15:41:38,Class_B
UMTS,604,1,IAM,35.421618,-6.025132,1132,2019-10-05 15:40:33,Class_B
UMTS,604,1,IAM,35.37698,-6.019744,4060,2019-10-05 15:39:32,Class_B
UMTS,604,1,IAM,35.395176,-6.021575,2667,2019-10-05 15:39:24,Class_B
UMTS,604,1,IAM,35.338303,-6.017658,4798,2019-10-05 15:36:39,Class_B
UMTS,604,1,IAM,35.306636,-6.021378,1572,2019-10-05 15:33:54,Class_B
UMTS,604,1,IAM,35.283157,-6.054168,1970,2019-10-05 15:31:39,Class_B
UMTS,604,1,IAM,35.268669,-6.069312,1236,2019-10-05 15:30:29,Class_B
UMTS,604,1,IAM,35.220902,-6.066491,2800,2019-10-05 15:28:30,Class_B
UMTS,604,1,IAM,35.196304,-6.077026,3862,2019-10-05 15:25:59,Class_B
UMTS,604,1,IAM,35.1455,-6.124511,6378,2019-10-05 15:22:22,Class_B
UMTS,604,1,IAM,35.150922,-6.136008,1000,2019-10-05 15:21:47,Class_B
UMTS,604,1,IAM,35.134401,-6.144017,2539,2019-10-05 15:21:01,Class_B
UMTS,604,1,IAM,35.1155,-6.142782,1199,2019-10-05 15:19:19,Class_B
UMTS,604,1,IAM,35.090939,-6.150858,3286,2019-10-05 15:17:52,Class_B
UMTS,604,1,IAM,35.091468,-6.149764,5828,2019-10-05 15:17:18,Class_B
UMTS,604,1,IAM,35.068434,-6.164326,3010,2019-10-05 15:15:43,Class_B
UMTS,604,1,IAM,35.052335,-6.173938,1071,2019-10-05 15:14:36,Class_B
UMTS,604,1,IAM,35.034295,-6.183444,2838,2019-10-05 15:13:29,Class_B
UMTS,604,1,IAM,35.018496,-6.187711,1609,2019-10-05 15:12:50,Class_B
UMTS,604,1,IAM,34.988834,-6.196822,2750,2019-10-05 15:11:13,Class_B
UMTS,604,1,IAM,34.91801,-6.204563,1610,2019-10-05 15:07:02,Class_B
UMTS,604,1,IAM,34.882183,-6.213729,4698,2019-10-05 15:05:15,Class_B
UMTS,604,1,IAM,34.866242,-6.219014,1000,2019-10-05 15:03:34,Class_B
UMTS,604,1,IAM,34.825076,-6.236573,1481,2019-10-05 15:01:22,Class_B
UMTS,604,1,IAM,34.804992,-6.261094,2037,2019-10-05 14:59:40,Class_B
UMTS,604,1,IAM,34.799343,-6.275511,1565,2019-10-05 14:59:01,Class_B
UMTS,604,1,IAM,34.776185,-6.316081,1000,2019-10-05 14:56:11,Class_B
UMTS,604,1,IAM,34.760409,-6.335416,2111,2019-10-05 14:55:14,Class_B
UMTS,604,1,IAM,34.748565,-6.348968,1483,2019-10-05 14:54:19,Class_B
UMTS,604,1,IAM,34.726649,-6.366307,1000,2019-10-05 14:52:26,Class_B
UMTS,604,1,IAM,34.711378,-6.374206,1023,2019-10-05 14:51:35,Class_B
UMTS,604,1,IAM,34.691261,-6.382317,1609,2019-10-05 14:50:41,Class_B
UMTS,604,1,IAM,34.661707,-6.394047,1733,2019-10-05 14:48:55,Class_B
UMTS,604,1,IAM,34.62313,-6.422567,1117,2019-10-05 14:45:57,Class_B
UMTS,604,1,IAM,34.603408,-6.434865,2228,2019-10-05 14:45:24,Class_B
UMTS,604,1,IAM,34.571445,-6.450833,3063,2019-10-05 14:43:16,Class_B
UMTS,604,1,IAM,34.542829,-6.461211,2690,2019-10-05 14:42:01,Class_B
UMTS,604,1,IAM,34.520122,-6.471818,1646,2019-10-05 14:40:09,Class_B
UMTS,604,1,IAM,34.507784,-6.477517,2163,2019-10-05 14:39:53,Class_B
UMTS,604,1,IAM,35.032073,-5.474716,1000,2019-08-21 18:22:36,Class_B
UMTS,604,1,IAM,35.569104,-5.614504,1709,2018-08-29 13:49:35,Class_B
UMTS,604,1,IAM,35.549238,-5.543653,1000,2018-08-29 13:39:08,Class_B
UMTS,604,1,IAM,35.555463,-5.507944,1685,2018-08-29 13:35:44,Class_B
UMTS,604,1,IAM,35.558297,-5.453437,1000,2018-08-29 13:29:32,Class_B
UMTS,604,1,IAM,35.559391,-5.442779,1000,2018-08-29 13:28:29,Class_B
UMTS,604,1,IAM,35.563782,-5.424788,1082,2018-08-29 13:27:24,Class_B
UMTS,604,1,IAM,35.566084,-5.408264,1000,2018-08-29 13:23:29,Class_B
UMTS,604,1,IAM,35.565814,-5.397703,1000,2018-08-29 13:20:06,Class_B
UMTS,604,1,IAM,35.566328,-5.396407,1000,2018-08-29 13:20:02,Class_B
UMTS,604,1,IAM,35.471835,-6.028589,1000,2018-07-26 13:18:15,Class_B
GSM,604,0,Orange,35.582734,-5.346326,1000,2018-04-21 00:42:53,Class_B
GSM,604,1,IAM,35.884106,-5.498808,1000,2018-04-01 18:35:11,Class_B
GSM,604,1,IAM,35.725422,-5.893575,1000,2018-04-01 17:24:52,Class_B
GSM,604,1,IAM,35.725327,-5.89423,1000,2018-04-01 17:21:11,Class_B
GSM,604,1,IAM,35.73899,-5.851993,1000,2018-04-01 17:14:52,Class_B
GSM,604,1,IAM,35.744118,-5.844238,1000,2018-04-01 17:12:00,Class_B
GSM,604,1,IAM,35.74579,-5.849139,1000,2018-04-01 17:11:04,Class_B
UMTS,604,1,IAM,35.77373,-5.835287,2022,2018-03-23 13:02:37,Class_B
UMTS,604,1,IAM,35.773696,-5.843502,1282,2018-03-23 12:35:57,Class_B
GSM,604,1,IAM,34.745837,-4.65589,1000,2018-02-05 00:59:41,Class_B
GSM,604,2,inwi,35.732138,-5.88227,1279,2017-10-28 11:39:44,Class_B
UMTS,604,2,inwi,35.57272,-5.382705,5007,2017-09-28 18:03:42,Class_B
UMTS,604,2,inwi,35.573135,-5.380414,1331,2017-09-28 18:03:26,Class_B
UMTS,604,2,inwi,35.573287,-5.381145,1397,2017-09-28 17:53:49,Class_B
UMTS,604,1,IAM,34.541621,-4.52754,5075,2017-09-28 17:06:12,Class_B
UMTS,604,2,inwi,35.573952,-5.381593,1000,2017-09-28 12:27:43,Class_B
UMTS,604,2,inwi,35.571878,-5.378088,1172,2017-09-28 12:17:31,Class_B
UMTS,604,2,inwi,35.573363,-5.379099,1000,2017-09-28 11:56:00,Class_B
UMTS,604,1,IAM,35.752158,-5.833619,1000,2017-09-20 13:30:07,Class_B
GSM,604,2,inwi,35.759084,-5.848283,9821,2017-09-20 08:26:19,Class_B
UMTS,604,1,IAM,35.748827,-5.83666,1000,2017-09-20 05:00:58,Class_B
UMTS,604,1,IAM,34.793262,-5.888051,1000,2017-09-20 02:22:44,Class_B
UMTS,604,0,Orange,35.743859,-5.8238,1000,2017-09-19 14:48:50,Class_B
GSM,604,1,IAM,35.885998,-5.492834,1663,2017-09-18 15:51:30,Class_B
GSM,604,1,IAM,35.884677,-5.496992,1575,2017-09-18 13:43:27,Class_B
GSM,604,1,IAM,35.8282,-5.562605,12882,2017-09-18 13:31:51,Class_B
GSM,604,1,IAM,35.725956,-5.640406,8378,2017-09-18 13:25:12,Class_B
GSM,604,1,IAM,35.671344,-5.80526,11525,2017-09-18 13:02:18,Class_B
GSM,604,1,IAM,35.169768,-6.143978,2263,2017-09-18 11:35:00,Class_B
GSM,604,1,IAM,35.144803,-6.148881,14957,2017-09-18 11:31:16,Class_B
GSM,604,1,IAM,35.157019,-6.137072,16033,2017-09-18 11:28:34,Class_B
GSM,604,1,IAM,35.136417,-6.146885,10445,2017-09-18 11:25:27,Class_B
GSM,604,1,IAM,35.065375,-6.18377,11190,2017-09-18 11:19:39,Class_B
UMTS,604,0,Orange,35.743879,-5.822304,1000,2017-09-17 16:46:06,Class_B
GSM,604,1,IAM,35.068894,-6.180362,11141,2017-09-17 05:05:54,Class_B
GSM,604,1,IAM,35.151151,-6.149183,8638,2017-09-17 04:48:12,Class_B
GSM,604,1,IAM,35.167105,-6.14379,1000,2017-09-16 13:49:03,Class_B
GSM,604,1,IAM,35.272896,-6.067304,3060,2017-09-16 12:27:55,Class_B
GSM,604,1,IAM,35.345362,-6.016316,9248,2017-09-16 12:20:40,Class_B
GSM,604,1,IAM,35.470746,-6.008222,3200,2017-09-16 12:12:52,Class_B
GSM,604,1,IAM,35.564231,-5.971419,7937,2017-09-16 12:04:16,Class_B
GSM,604,1,IAM,35.738575,-5.625197,9430,2017-09-16 07:23:51,Class_B
UMTS,604,1,IAM,35.56595,-5.396018,1535,2017-05-15 20:25:03,Class_B
UMTS,604,1,IAM,35.564193,-5.394092,1305,2017-05-15 19:56:33,Class_B
UMTS,604,1,IAM,34.793076,-5.888773,1000,2017-05-15 17:30:26,Class_B
UMTS,604,1,IAM,35.566504,-5.396681,1000,2017-05-15 14:54:12,Class_B
UMTS,604,1,IAM,34.793653,-5.886723,1000,2017-05-15 14:36:15,Class_B
UMTS,604,2,inwi,35.761844,-5.848378,1431,2017-05-15 14:04:06,Class_B
GSM,604,2,inwi,35.764106,-5.849965,1000,2017-05-15 13:53:24,Class_B
UMTS,604,2,inwi,35.762409,-5.849476,1000,2017-05-15 13:49:05,Class_B
UMTS,604,1,IAM,35.56636,-5.396491,1000,2017-05-15 13:34:00,Class_B
GSM,604,1,IAM,35.566514,-5.396504,1000,2017-05-15 12:51:06,Class_B
UMTS,604,2,inwi,35.762805,-5.847898,4033,2017-05-15 12:42:58,Class_B
GSM,604,2,inwi,35.761621,-5.849089,1000,2017-05-15 11:25:34,Class_B
GSM,604,2,inwi,35.762887,-5.8498,1193,2017-05-15 10:52:51,Class_B
UMTS,604,1,IAM,34.577984,-5.946979,1000,2017-05-15 01:31:53,Class_B
UMTS,604,1,IAM,34.577463,-5.947989,1000,2017-05-15 00:33:40,Class_B
UMTS,604,1,IAM,35.750057,-5.841045,3420,2017-05-14 21:55:18,Class_B
UMTS,604,1,IAM,35.749094,-5.837351,3075,2017-05-14 21:52:14,Class_B
UMTS,604,1,IAM,35.748313,-5.835159,2859,2017-05-14 21:50:12,Class_B
UMTS,604,1,IAM,35.786187,-5.827794,1000,2017-05-14 21:05:31,Class_B
UMTS,604,1,IAM,35.759477,-5.832562,1000,2017-05-14 16:47:21,Class_B
UMTS,604,1,IAM,35.566443,-5.396054,1000,2017-05-13 22:40:30,Class_B
UMTS,604,1,IAM,35.786624,-5.828667,1000,2017-05-13 21:29:48,Class_B
UMTS,604,2,inwi,35.767222,-5.767156,3133,2017-05-13 17:40:20,Class_B
UMTS,604,2,inwi,35.769334,-5.766706,1000,2017-05-13 17:32:26,Class_B
UMTS,604,2,inwi,35.76864,-5.767478,3182,2017-05-13 16:25:58,Class_B
UMTS,604,1,IAM,35.786709,-5.828673,1000,2017-05-13 14:59:35,Class_B
UMTS,604,2,inwi,35.765397,-5.765898,2597,2017-05-13 14:43:41,Class_B
GSM,604,1,IAM,35.567578,-5.397606,1000,2017-05-13 12:12:25,Class_B
UMTS,604,1,IAM,35.786615,-5.828575,1000,2017-05-13 08:22:46,Class_B
UMTS,604,1,IAM,35.760862,-5.851539,500,2017-05-13 04:28:21,Class_B
UMTS,604,1,IAM,35.76084,-5.851465,1450,2017-05-13 03:57:21,Class_B
UMTS,604,1,IAM,35.760572,-5.851729,1000,2017-05-13 03:56:37,Class_B
GSM,604,2,inwi,35.768819,-5.765424,1096,2017-05-12 20:32:37,Class_B
GSM,604,2,inwi,35.81209,-5.730653,5663,2017-05-12 16:44:15,Class_B
UMTS,604,1,IAM,35.760895,-5.851653,1000,2017-05-12 04:07:10,Class_B
UMTS,604,1,IAM,35.7603,-5.851782,1000,2017-05-12 03:11:37,Class_B
UMTS,604,1,IAM,34.798992,-5.587385,1156,2017-05-08 14:20:13,Class_B
UMTS,604,2,inwi,35.762548,-5.850144,1000,2017-05-08 12:34:44,Class_B
UMTS,604,1,IAM,34.801298,-6.277975,4412,2017-05-08 11:14:20,Class_B
UMTS,604,1,IAM,35.567735,-5.388762,1000,2017-05-08 10:43:51,Class_B
UMTS,604,1,IAM,34.798702,-5.58578,1000,2017-05-08 07:57:55,Class_B
UMTS,604,1,IAM,35.564331,-5.39498,1000,2017-05-08 07:49:16,Class_B
UMTS,604,1,IAM,34.800327,-6.282265,1000,2017-05-08 07:26:31,Class_B
UMTS,604,1,IAM,35.750692,-5.85638,1000,2017-05-08 01:25:14,Class_B
UMTS,604,1,IAM,35.468776,-5.404524,1738,2017-05-07 23:16:47,Class_B
UMTS,604,1,IAM,34.797881,-5.579209,1000,2017-05-07 18:31:36,Class_B
UMTS,604,2,inwi,35.785556,-5.835721,1000,2017-05-07 14:28:59,Class_B
GSM,604,2,inwi,35.605775,-5.922112,3656,2017-05-07 13:39:44,Class_B
GSM,604,2,inwi,35.642323,-5.92583,22928,2017-05-07 13:10:27,Class_B
UMTS,604,1,IAM,35.76926,-5.801251,1000,2017-05-07 08:13:19,Class_B
UMTS,604,1,IAM,35.750632,-5.800369,500,2017-05-07 07:35:02,Class_B
UMTS,604,1,IAM,35.750827,-5.800488,1000,2017-05-07 07:27:28,Class_B
UMTS,604,1,IAM,35.750643,-5.800409,500,2017-05-07 07:26:29,Class_B
UMTS,604,1,IAM,35.741524,-5.867647,1000,2017-05-07 02:09:59,Class_B
UMTS,604,1,IAM,35.741383,-5.86803,1000,2017-05-07 02:07:24,Class_B
UMTS,604,1,IAM,35.741376,-5.867702,1000,2017-05-07 02:06:04,Class_B
UMTS,604,1,IAM,35.741336,-5.86802,1000,2017-05-07 02:02:36,Class_B
GSM,604,2,inwi,35.646783,-5.932106,11251,2017-05-04 17:50:59,Class_B
UMTS,604,1,IAM,34.798936,-5.587105,1000,2017-05-04 13:36:45,Class_B
UMTS,604,1,IAM,34.798346,-5.580546,1269,2017-05-04 11:39:17,Class_B
UMTS,604,1,IAM,34.79698,-5.582683,1000,2017-05-04 09:14:45,Class_B
UMTS,604,1,IAM,35.741356,-5.868006,1000,2017-05-04 01:32:03,Class_B
UMTS,604,2,inwi,35.567072,-5.390782,1000,2017-05-03 21:37:08,Class_B
UMTS,604,2,inwi,35.606242,-5.919695,1000,2017-05-03 17:01:09,Class_B
GSM,604,1,IAM,35.563221,-5.39064,1000,2017-05-03 14:56:49,Class_B
UMTS,604,1,IAM,35.776188,-5.797646,1009,2017-05-03 10:03:32,Class_B
UMTS,604,2,inwi,35.607264,-5.922906,3609,2017-05-02 20:15:48,Class_B
UMTS,604,2,inwi,35.607755,-5.922738,3662,2017-05-02 10:45:02,Class_B
GSM,604,2,inwi,35.659297,-5.909088,6692,2017-05-01 11:29:27,Class_B
GSM,604,2,inwi,35.569484,-5.971282,16610,2017-05-01 11:24:52,Class_B
UMTS,604,1,IAM,35.751477,-5.834189,1000,2017-04-18 18:30:00,Class_B
UMTS,604,1,IAM,35.849622,-5.36924,1000,2017-04-18 18:30:00,Class_B
UMTS,604,1,IAM,35.74273,-5.834478,1000,2017-04-18 18:30:00,Class_B
UMTS,604,1,IAM,34.798986,-5.572634,1000,2017-04-18 18:30:00,Class_B
UMTS,604,1,IAM,35.745553,-5.800701,1000,2017-04-18 18:30:00,Class_B
UMTS,604,1,IAM,34.797707,-5.579518,1000,2017-04-18 18:30:00,Class_B
UMTS,604,1,IAM,35.74325,-5.837127,2029,2017-04-18 18:30:00,Class_B
