radio,mcc,mnc,network,lat,lon,range,updated,Tech_Class
GSM,604,0,Orange,35.086031,-6.201818,1000,2016-08-02 02:24:39,Class_B
GSM,604,0,Orange,35.123254,-6.170249,5118,2016-08-02 02:24:39,Class_B
GSM,604,1,IAM,35.119567,-6.168839,17300,2016-08-02 02:24:39,Class_B
GSM,604,2,inwi,35.088114,-6.198354,19958,2016-08-02 02:24:39,Class_B
GSM,604,2,inwi,35.089872,-6.197218,5722,2016-08-02 02:24:39,Class_B
GSM,604,2,inwi,35.088158,-6.198464,2824,2016-08-02 01:54:38,Class_B
GSM,604,2,inwi,35.161841,-6.146883,1000,2016-08-01 12:56:42,Class_B
GSM,604,2,inwi,35.153202,-6.151497,8579,2016-08-01 12:56:38,Class_B
GSM,604,2,inwi,35.163526,-6.143784,28602,2016-08-01 12:02:47,Class_B
GSM,604,2,inwi,35.269132,-6.065877,20755,2016-08-01 12:02:47,Class_B
GSM,604,2,inwi,35.28179,-6.057932,21157,2016-08-01 12:02:43,Class_B
GSM,604,2,inwi,35.426842,-6.017607,9461,2016-08-01 11:47:43,Class_B
GSM,604,1,IAM,35.16552,-6.145134,1000,2016-07-31 08:44:30,Class_B
GSM,604,1,IAM,35.673569,-5.927948,2854,2016-07-29 13:19:54,Class_B
GSM,604,1,IAM,35.825483,-5.556547,11442,2016-07-28 11:20:33,Class_B
UMTS,604,1,IAM,35.585953,-5.34993,1000,2016-07-26 09:39:25,Class_B
GSM,604,0,Orange,35.874972,-5.51903,8603,2016-07-20 09:43:27,Class_B
GSM,604,1,IAM,35.873731,-5.51819,3598,2016-07-20 09:43:27,Class_B
GSM,604,1,IAM,35.877879,-5.512792,3179,2016-07-20 08:16:46,Class_B
GSM,604,1,IAM,35.416364,-6.020571,6170,2016-07-19 12:17:12,Class_B
GSM,604,1,IAM,35.293491,-6.050218,12310,2016-07-19 12:02:12,Class_B
GSM,604,1,IAM,35.155015,-6.149188,8860,2016-07-19 11:26:01,Class_B
GSM,604,2,inwi,35.158665,-6.147082,11066,2016-07-19 11:26:01,Class_B
GSM,604,0,Orange,35.086761,-6.19986,1000,2016-07-19 11:26:01,Class_B
GSM,604,2,inwi,35.116833,-6.175688,22600,2016-07-19 11:26:01,Class_B
GSM,604,2,inwi,35.154942,-6.148044,15732,2016-07-19 11:26:01,Class_B
GSM,604,0,Orange,35.111496,-6.178635,8341,2016-07-19 09:30:56,Class_B
GSM,604,0,Orange,35.146003,-6.151104,7921,2016-07-19 09:30:56,Class_B
GSM,604,2,inwi,35.289532,-6.047433,8759,2016-07-19 07:43:52,Class_B
GSM,604,2,inwi,35.27623,-6.062943,2684,2016-07-19 07:43:49,Class_B
GSM,604,2,inwi,35.87183,-5.52668,11616,2016-07-18 10:02:35,Class_B
GSM,604,2,inwi,35.859892,-5.532568,6862,2016-07-18 10:02:35,Class_B
GSM,604,0,Orange,35.87764,-5.516059,3338,2016-07-18 10:02:35,Class_B
GSM,604,2,inwi,35.864829,-5.530263,31852,2016-07-18 10:02:35,Class_B
GSM,604,1,IAM,34.501379,-6.479132,12253,2016-07-18 07:54:41,Class_B
GSM,604,2,inwi,35.87986,-5.332489,1127,2016-07-13 16:09:57,Class_B
GSM,604,2,inwi,35.879154,-5.331636,5594,2016-07-13 16:09:57,Class_B
GSM,604,2,inwi,34.794677,-5.565985,1000,2016-07-09 11:39:46,Class_B
GSM,604,1,IAM,35.885853,-5.493323,2612,2016-06-29 08:36:33,Class_B
GSM,604,2,inwi,35.288308,-6.053792,26287,2016-06-28 05:50:08,Class_B
GSM,604,0,Orange,35.086302,-6.201334,1000,2016-06-28 04:15:48,Class_B
GSM,604,2,inwi,35.287506,-6.048348,8998,2016-06-27 12:28:38,Class_B
GSM,604,2,inwi,35.244396,-6.082694,20491,2016-06-27 12:28:34,Class_B
GSM,604,2,inwi,35.352653,-6.061833,32334,2016-06-27 12:13:38,Class_B
GSM,604,1,IAM,35.865327,-5.525669,5245,2016-06-25 01:31:13,Class_B
GSM,604,1,IAM,35.869411,-5.52285,4568,2016-06-25 01:31:13,Class_B
GSM,604,1,IAM,35.835968,-5.551534,6185,2016-06-25 01:25:48,Class_B
GSM,604,1,IAM,35.858804,-5.533183,3460,2016-06-25 01:25:44,Class_B
GSM,604,1,IAM,35.823624,-5.561785,4650,2016-06-25 01:24:49,Class_B
GSM,604,1,IAM,35.686871,-5.709625,9937,2016-06-25 01:14:02,Class_B
GSM,604,1,IAM,35.674516,-5.760178,18690,2016-06-25 01:05:20,Class_B
GSM,604,1,IAM,34.710345,-6.36851,7850,2016-06-24 12:22:25,Class_B
GSM,604,1,IAM,35.26844,-6.05253,84367,2016-06-24 12:14:17,Class_B
GSM,604,1,IAM,35.222739,-6.091709,18016,2016-06-23 10:36:17,Class_B
GSM,604,1,IAM,35.884595,-5.496597,1652,2016-06-23 09:10:00,Class_B
GSM,604,1,IAM,35.866379,-5.524064,2065,2016-06-23 08:28:48,Class_B
UMTS,604,0,Orange,35.586028,-5.347658,1000,2016-06-21 11:08:30,Class_B
GSM,604,1,IAM,35.163804,-6.140934,7522,2016-06-13 13:02:07,Class_B
GSM,604,0,Orange,35.14879,-6.154868,8065,2016-06-13 13:02:07,Class_B
GSM,604,2,inwi,35.145643,-6.157941,7816,2016-06-13 13:02:07,Class_B
GSM,604,2,inwi,35.156098,-6.149065,8905,2016-06-13 13:02:07,Class_B
GSM,604,2,inwi,35.159546,-6.145271,1277,2016-06-13 13:02:07,Class_B
GSM,604,2,inwi,35.147111,-6.150503,8054,2016-06-13 13:02:07,Class_B
GSM,604,2,inwi,35.131647,-6.144888,30242,2016-06-13 12:03:23,Class_B
GSM,604,2,inwi,35.415852,-6.017913,10499,2016-06-13 11:30:44,Class_B
GSM,604,1,IAM,35.814262,-5.564674,11528,2016-06-04 02:41:18,Class_B
GSM,604,1,IAM,35.807146,-5.571403,9521,2016-06-04 02:41:18,Class_B
GSM,604,1,IAM,35.673302,-5.758457,7783,2016-06-04 02:20:37,Class_B
GSM,604,1,IAM,34.868982,-6.221469,18109,2016-06-04 00:52:51,Class_B
GSM,604,1,IAM,35.790625,-5.588774,17528,2016-05-25 13:11:04,Class_B
GSM,604,1,IAM,35.159812,-6.125264,10761,2016-05-25 07:54:17,Class_B
GSM,604,1,IAM,35.428391,-6.012651,8807,2016-05-25 07:28:37,Class_B
GSM,604,1,IAM,35.673069,-5.795518,5106,2016-05-25 07:00:59,Class_B
GSM,604,1,IAM,35.668526,-5.820957,10419,2016-05-25 07:00:59,Class_B
GSM,604,1,IAM,35.681897,-5.719938,8258,2016-05-25 06:53:13,Class_B
UMTS,604,1,IAM,35.195494,-6.154826,1000,2016-05-22 18:04:02,Class_B
UMTS,604,1,IAM,35.196762,-6.151932,1000,2016-05-22 18:04:02,Class_B
GSM,604,1,IAM,35.321233,-6.000521,39618,2016-05-16 12:56:24,Class_B
GSM,604,2,inwi,35.660831,-5.878899,4043,2016-05-10 14:19:26,Class_B
GSM,604,2,inwi,35.462058,-6.003472,8752,2016-05-10 13:49:26,Class_B
GSM,604,2,inwi,35.087527,-6.196779,5996,2016-05-10 11:11:47,Class_B
GSM,604,1,IAM,35.32338,-6.024218,11577,2016-05-07 14:03:16,Class_B
GSM,604,2,inwi,35.08155,-6.180216,9586,2016-05-05 05:19:16,Class_B
GSM,604,2,inwi,35.088851,-6.19582,4427,2016-05-05 05:19:12,Class_B
GSM,604,2,inwi,35.155945,-6.149969,11466,2016-05-05 05:19:10,Class_B
GSM,604,2,inwi,35.331083,-6.020214,10277,2016-05-05 05:19:06,Class_B
GSM,604,2,inwi,35.311127,-6.022875,4434,2016-05-05 05:19:06,Class_B
GSM,604,2,inwi,35.656472,-5.949184,2947,2016-05-05 05:18:50,Class_B
UMTS,604,2,inwi,35.195503,-6.155434,1000,2016-05-05 05:18:29,Class_B
GSM,604,2,inwi,35.753403,-5.832864,2360,2016-05-05 05:18:25,Class_B
GSM,604,2,inwi,35.873844,-5.339994,5790,2016-05-05 05:17:53,Class_B
GSM,604,2,inwi,35.677964,-5.674157,12089,2016-04-28 12:12:59,Class_B
GSM,604,1,IAM,35.6888,-5.68774,7306,2016-04-26 14:31:29,Class_B
GSM,604,1,IAM,35.870143,-5.520753,21533,2016-04-26 07:23:22,Class_B
UMTS,604,0,Orange,35.761809,-5.831805,1000,2016-04-14 02:41:46,Class_B
GSM,604,2,inwi,35.670688,-5.76013,5907,2016-03-29 14:28:37,Class_B
GSM,604,0,Orange,35.126488,-6.17197,6381,2016-03-29 11:13:52,Class_B
GSM,604,0,Orange,35.141417,-6.158699,7118,2016-03-29 08:42:49,Class_B
GSM,604,2,inwi,35.80362,-5.575013,1436,2016-03-29 07:13:20,Class_B
GSM,604,1,IAM,35.876772,-5.519748,12625,2016-03-20 08:02:44,Class_B
GSM,604,1,IAM,35.82067,-5.563096,6358,2016-03-20 03:04:16,Class_B
GSM,604,1,IAM,35.806961,-5.5719,2492,2016-03-20 03:03:21,Class_B
GSM,604,1,IAM,35.751216,-5.622079,20370,2016-03-20 02:56:11,Class_B
GSM,604,1,IAM,35.759367,-5.617579,25484,2016-03-20 02:56:11,Class_B
GSM,604,1,IAM,35.759516,-5.620406,25267,2016-03-20 02:56:11,Class_B
GSM,604,1,IAM,35.76463,-5.609826,18712,2016-03-20 02:56:07,Class_B
GSM,604,1,IAM,35.703392,-5.700573,20078,2016-03-20 02:47:00,Class_B
GSM,604,1,IAM,35.684493,-5.699211,2064,2016-03-20 02:47:00,Class_B
GSM,604,1,IAM,34.596729,-6.434757,16136,2016-03-19 09:38:38,Class_B
GSM,604,1,IAM,34.529098,-6.460807,23645,2016-03-19 09:30:34,Class_B
GSM,604,1,IAM,34.846807,-6.268343,18939,2016-03-18 14:16:34,Class_B
GSM,604,1,IAM,35.781151,-5.597753,16304,2016-03-18 12:42:35,Class_B
GSM,604,1,IAM,35.744062,-5.636448,23949,2016-03-18 12:42:35,Class_B
GSM,604,1,IAM,35.749473,-5.62694,24232,2016-03-18 12:42:35,Class_B
GSM,604,1,IAM,35.797618,-5.581757,17191,2016-03-18 12:35:13,Class_B
GSM,604,1,IAM,35.80719,-5.571344,2119,2016-03-18 12:35:13,Class_B
GSM,604,1,IAM,35.767854,-5.615407,26107,2016-03-15 09:50:52,Class_B
GSM,604,1,IAM,35.133455,-6.155928,18589,2016-03-04 04:57:35,Class_B
GSM,604,2,inwi,35.151902,-6.151865,8437,2016-03-03 11:45:57,Class_B
GSM,604,2,inwi,35.104068,-6.183328,6299,2016-03-03 11:45:57,Class_B
GSM,604,1,IAM,35.653921,-5.88164,33427,2016-02-18 06:26:42,Class_B
GSM,604,1,IAM,35.625657,-5.916943,25194,2016-02-18 06:26:42,Class_B
GSM,604,1,IAM,35.544577,-5.950684,31283,2016-02-17 10:53:00,Class_B
GSM,604,1,IAM,35.667532,-5.819103,27967,2016-02-17 10:38:00,Class_B
GSM,604,1,IAM,35.659014,-5.866698,3165,2016-02-17 10:37:55,Class_B
GSM,604,0,Orange,35.881907,-5.506169,2652,2016-02-17 06:13:41,Class_B
GSM,604,0,Orange,35.878064,-5.516361,1000,2016-02-03 14:37:00,Class_B
GSM,604,1,IAM,35.684903,-5.697631,10294,2016-02-02 16:01:31,Class_B
GSM,604,1,IAM,35.688143,-5.687554,11238,2016-02-02 16:01:31,Class_B
GSM,604,1,IAM,35.708528,-5.676702,23895,2016-02-02 16:01:31,Class_B
GSM,604,1,IAM,35.659193,-5.849247,30649,2016-02-02 15:45:09,Class_B
GSM,604,1,IAM,35.644203,-5.867037,32915,2016-02-02 15:45:09,Class_B
GSM,604,2,inwi,35.085254,-6.191344,7266,2016-02-02 12:41:35,Class_B
GSM,604,2,inwi,35.086899,-6.19986,1000,2016-02-02 12:41:35,Class_B
GSM,604,2,inwi,35.131203,-6.166418,5783,2016-02-02 12:41:35,Class_B
GSM,604,1,IAM,35.779517,-5.600983,20293,2016-02-02 02:56:02,Class_B
GSM,604,1,IAM,35.681952,-5.710652,2628,2016-02-02 02:48:36,Class_B
GSM,604,1,IAM,35.691306,-5.749819,20201,2016-02-02 02:26:33,Class_B
GSM,604,1,IAM,35.693587,-5.74374,19841,2016-02-02 02:26:29,Class_B
GSM,604,1,IAM,35.666804,-5.920009,10399,2016-02-02 02:09:49,Class_B
GSM,604,1,IAM,35.467596,-6.004926,21653,2016-02-02 02:01:55,Class_B
GSM,604,1,IAM,35.854058,-5.537205,8515,2016-02-01 10:17:02,Class_B
GSM,604,1,IAM,35.69309,-5.738866,11365,2016-01-31 13:57:19,Class_B
GSM,604,1,IAM,35.669178,-5.787102,4491,2016-01-28 13:30:52,Class_B
GSM,604,1,IAM,35.760499,-5.613742,4764,2016-01-28 13:18:34,Class_B
GSM,604,1,IAM,35.799098,-5.594083,22098,2016-01-28 13:14:06,Class_B
GSM,604,1,IAM,35.872659,-5.517672,5147,2016-01-20 10:21:07,Class_B
GSM,604,1,IAM,35.79656,-5.581951,17092,2016-01-19 11:08:26,Class_B
GSM,604,1,IAM,35.87246,-5.520246,24796,2016-01-14 02:49:58,Class_B
GSM,604,1,IAM,35.87304,-5.519192,24903,2016-01-14 02:49:58,Class_B
GSM,604,1,IAM,35.858528,-5.530836,23662,2016-01-14 01:19:45,Class_B
GSM,604,1,IAM,35.834968,-5.550577,22168,2016-01-14 01:12:11,Class_B
GSM,604,1,IAM,35.83123,-5.549769,12695,2016-01-12 10:52:48,Class_B
GSM,604,2,inwi,35.221578,-6.073859,20438,2016-01-09 02:11:11,Class_B
GSM,604,0,Orange,35.086784,-6.20018,1000,2016-01-05 09:55:38,Class_B
GSM,604,2,inwi,35.095879,-6.195923,10212,2016-01-05 09:55:38,Class_B
GSM,604,2,inwi,35.083091,-6.201407,6509,2015-12-20 08:45:14,Class_B
GSM,604,1,IAM,35.878626,-5.509943,16437,2015-12-16 09:00:06,Class_B
GSM,604,1,IAM,35.88812,-5.490667,7313,2015-12-16 06:16:52,Class_B
GSM,604,1,IAM,35.884224,-5.501548,17632,2015-12-16 04:36:08,Class_B
GSM,604,1,IAM,35.139089,-6.147281,14343,2015-12-15 12:39:39,Class_B
GSM,604,1,IAM,35.889878,-5.490054,12472,2015-12-15 03:57:23,Class_B
GSM,604,1,IAM,35.875467,-5.517078,2636,2015-12-14 07:07:11,Class_B
GSM,604,1,IAM,35.885073,-5.499352,17827,2015-12-14 07:07:11,Class_B
GSM,604,1,IAM,35.878327,-5.512986,1932,2015-12-09 06:16:27,Class_B
GSM,604,1,IAM,35.885034,-5.498917,17847,2015-12-09 06:04:37,Class_B
GSM,604,1,IAM,35.88959,-5.487641,13865,2015-12-09 05:55:42,Class_B
GSM,604,1,IAM,35.885943,-5.493957,1464,2015-12-09 05:55:42,Class_B
GSM,604,1,IAM,35.886419,-5.497546,18045,2015-12-09 05:55:39,Class_B
GSM,604,1,IAM,35.885956,-5.498215,17967,2015-12-09 05:52:05,Class_B
GSM,604,0,Orange,35.88132,-5.330594,1000,2015-11-27 15:59:14,Class_B
GSM,604,1,IAM,35.888637,-5.493482,2873,2015-11-24 14:30:26,Class_B
GSM,604,1,IAM,35.64007,-5.918224,23204,2015-11-21 11:49:35,Class_B
GSM,604,1,IAM,35.675042,-5.937188,18470,2015-11-21 11:49:31,Class_B
GSM,604,1,IAM,35.621871,-5.926294,16201,2015-11-21 11:41:46,Class_B
GSM,604,1,IAM,35.60035,-5.924897,27721,2015-11-21 11:41:46,Class_B
GSM,604,1,IAM,35.592054,-5.928029,27562,2015-11-21 11:41:43,Class_B
GSM,604,1,IAM,35.0278,-6.197166,13773,2015-11-21 10:31:43,Class_B
GSM,604,1,IAM,34.865877,-6.228871,14812,2015-11-21 10:23:39,Class_B
GSM,604,1,IAM,34.855323,-6.240585,21150,2015-11-21 10:23:39,Class_B
GSM,604,1,IAM,34.872559,-6.235491,17077,2015-11-21 10:23:39,Class_B
GSM,604,1,IAM,34.855364,-6.230493,14715,2015-11-21 10:23:39,Class_B
GSM,604,1,IAM,34.873033,-6.21602,13828,2015-11-21 10:23:35,Class_B
GSM,604,1,IAM,34.845066,-6.24696,21665,2015-11-21 10:21:47,Class_B
GSM,604,1,IAM,34.725632,-6.354142,15865,2015-11-21 09:30:58,Class_B
GSM,604,1,IAM,34.706085,-6.369203,24394,2015-11-21 09:22:54,Class_B
GSM,604,1,IAM,34.63635,-6.411235,15749,2015-11-21 09:22:51,Class_B
GSM,604,1,IAM,34.541981,-6.447216,25311,2015-11-21 09:12:48,Class_B
GSM,604,1,IAM,34.54294,-6.458055,25203,2015-11-21 09:12:44,Class_B
GSM,604,1,IAM,35.676291,-5.921818,1981,2015-11-20 10:21:00,Class_B
GSM,604,1,IAM,35.654482,-5.935513,17472,2015-11-20 10:21:00,Class_B
GSM,604,1,IAM,35.667086,-5.902258,21150,2015-11-20 10:21:00,Class_B
GSM,604,1,IAM,35.662283,-5.870139,32135,2015-11-20 10:21:00,Class_B
GSM,604,1,IAM,35.64719,-5.900283,27987,2015-11-20 10:19:23,Class_B
GSM,604,1,IAM,35.147989,-6.148934,16974,2015-11-17 04:09:48,Class_B
GSM,604,1,IAM,35.157456,-6.143934,30410,2015-11-03 12:23:40,Class_B
GSM,604,1,IAM,35.139636,-6.161006,7036,2015-11-03 12:23:40,Class_B
GSM,604,1,IAM,35.155151,-6.143417,1878,2015-11-03 12:23:40,Class_B
GSM,604,1,IAM,35.149196,-6.142419,1543,2015-11-03 12:23:40,Class_B
GSM,604,1,IAM,35.144703,-6.146667,8037,2015-11-03 12:23:40,Class_B
GSM,604,1,IAM,35.129679,-6.166417,16794,2015-11-03 12:23:40,Class_B
GSM,604,1,IAM,35.595634,-5.921973,29235,2015-11-01 02:20:57,Class_B
GSM,604,1,IAM,35.134175,-6.153445,21521,2015-11-01 01:40:33,Class_B
GSM,604,1,IAM,35.128571,-6.166054,33625,2015-11-01 01:34:54,Class_B
GSM,604,1,IAM,35.086781,-6.176375,11093,2015-11-01 01:34:54,Class_B
GSM,604,1,IAM,35.086994,-6.195042,19831,2015-11-01 01:34:54,Class_B
GSM,604,1,IAM,35.076667,-6.197729,15818,2015-11-01 01:34:51,Class_B
GSM,604,1,IAM,35.05963,-6.194471,22317,2015-11-01 01:26:49,Class_B
GSM,604,1,IAM,35.048295,-6.189122,13243,2015-11-01 01:26:49,Class_B
GSM,604,1,IAM,35.083795,-6.192828,13877,2015-10-30 15:07:04,Class_B
GSM,604,1,IAM,35.1172,-6.174843,35614,2015-10-30 15:07:04,Class_B
GSM,604,1,IAM,35.087118,-6.192793,16997,2015-10-27 09:15:09,Class_B
GSM,604,1,IAM,35.541418,-5.962838,24997,2015-10-27 07:58:59,Class_B
GSM,604,1,IAM,35.536636,-5.963369,25933,2015-10-27 07:55:01,Class_B
GSM,604,1,IAM,35.568375,-5.946437,25728,2015-10-27 07:46:55,Class_B
GSM,604,1,IAM,35.494599,-5.994392,24799,2015-10-24 12:30:08,Class_B
GSM,604,1,IAM,35.505722,-5.990877,25058,2015-10-24 12:30:08,Class_B
GSM,604,1,IAM,35.461841,-6.002901,25908,2015-10-24 12:30:08,Class_B
GSM,604,1,IAM,35.122571,-6.174916,31433,2015-10-19 11:43:11,Class_B
GSM,604,1,IAM,35.143952,-6.157606,7672,2015-10-19 11:43:11,Class_B
UMTS,604,1,IAM,35.615616,-5.275635,1000,2015-10-04 07:53:04,Class_B
GSM,604,1,IAM,35.873185,-5.453108,3350,2015-09-27 04:18:32,Class_B
GSM,604,1,IAM,35.875421,-5.475307,5802,2015-09-27 04:18:32,Class_B
GSM,604,1,IAM,35.409277,-6.015803,29243,2015-09-27 04:18:29,Class_B
GSM,604,1,IAM,35.869592,-5.43188,4923,2015-09-26 02:32:40,Class_B
UMTS,604,1,IAM,35.192436,-6.158936,1042,2015-09-22 08:23:03,Class_B
UMTS,604,1,IAM,35.192881,-6.157091,1000,2015-09-22 08:23:03,Class_B
GSM,604,1,IAM,35.501129,-5.992452,30377,2015-09-11 10:06:00,Class_B
UMTS,604,1,IAM,35.060701,-5.194368,1000,2015-08-26 15:22:42,Class_B
UMTS,604,1,IAM,35.160221,-6.144373,1000,2015-08-10 07:49:20,Class_B
UMTS,604,1,IAM,35.825501,-5.713087,1000,2015-08-01 17:53:14,Class_B
GSM,604,1,IAM,35.179682,-5.278673,1160,2015-07-25 07:31:04,Class_B
GSM,604,1,IAM,35.492201,-5.990571,24635,2015-07-23 01:44:11,Class_B
GSM,604,1,IAM,35.225795,-6.081153,21416,2015-07-23 01:14:11,Class_B
GSM,604,1,IAM,35.154116,-6.150368,19639,2015-07-22 03:49:28,Class_B
GSM,604,1,IAM,35.158923,-6.147455,19049,2015-07-22 03:49:28,Class_B
GSM,604,1,IAM,35.161182,-6.140324,19920,2015-07-22 03:49:28,Class_B
GSM,604,1,IAM,35.16078,-6.145959,11339,2015-07-22 03:49:28,Class_B
GSM,604,1,IAM,35.157525,-6.145308,6612,2015-07-22 03:49:28,Class_B
GSM,604,1,IAM,35.160623,-6.146212,1419,2015-07-22 03:49:24,Class_B
GSM,604,1,IAM,35.15209,-6.144328,20963,2015-07-22 03:40:56,Class_B
GSM,604,1,IAM,35.126939,-6.165967,22940,2015-07-22 03:40:56,Class_B
GSM,604,1,IAM,35.168635,-6.129201,18671,2015-07-22 03:40:56,Class_B
UMTS,604,1,IAM,35.611324,-5.272837,1000,2015-07-18 07:58:36,Class_B
GSM,604,0,Orange,35.877485,-5.516596,1000,2015-07-01 10:50:47,Class_B
GSM,604,1,IAM,35.346214,-6.014469,10317,2015-07-01 04:26:45,Class_B
GSM,604,1,IAM,35.325958,-6.022572,7697,2015-07-01 04:26:45,Class_B
GSM,604,1,IAM,35.318035,-6.023522,5178,2015-07-01 04:26:45,Class_B
GSM,604,1,IAM,35.322693,-6.018999,3723,2015-07-01 04:26:41,Class_B
GSM,604,1,IAM,35.228277,-6.091118,21139,2015-07-01 04:11:45,Class_B
GSM,604,1,IAM,35.157884,-6.128789,15588,2015-07-01 04:11:45,Class_B
GSM,604,1,IAM,35.124262,-6.160474,9381,2015-07-01 04:11:41,Class_B
GSM,604,1,IAM,35.116596,-6.172037,14545,2015-07-01 03:37:38,Class_B
GSM,604,1,IAM,35.12677,-6.170637,5424,2015-07-01 03:37:38,Class_B
GSM,604,1,IAM,35.089889,-6.191565,6494,2015-07-01 03:37:38,Class_B
GSM,604,1,IAM,35.235013,-6.08869,19382,2015-07-01 02:34:59,Class_B
GSM,604,1,IAM,35.222495,-6.103528,17493,2015-07-01 02:34:59,Class_B
GSM,604,1,IAM,35.225817,-6.094936,18410,2015-07-01 02:34:59,Class_B
GSM,604,1,IAM,35.160837,-6.147447,11416,2015-06-30 14:19:11,Class_B
GSM,604,1,IAM,35.30122,-6.046179,8030,2015-06-17 02:26:28,Class_B
GSM,604,1,IAM,35.410309,-6.01886,8187,2015-06-11 08:20:03,Class_B
GSM,604,1,IAM,35.273417,-6.064392,3258,2015-06-11 08:20:03,Class_B
GSM,604,1,IAM,35.335831,-6.012589,3519,2015-06-11 08:20:03,Class_B
GSM,604,1,IAM,35.21965,-6.06743,7308,2015-06-11 08:20:03,Class_B
GSM,604,1,IAM,35.167238,-6.139163,6638,2015-06-11 08:20:03,Class_B
GSM,604,1,IAM,35.509989,-5.982675,23841,2015-06-05 10:06:59,Class_B
GSM,604,1,IAM,35.694183,-5.743961,22633,2015-05-25 10:11:58,Class_B
UMTS,604,1,IAM,35.192597,-6.159627,1091,2015-05-23 07:12:47,Class_B
UMTS,604,1,IAM,35.193054,-6.156464,1000,2015-05-23 07:12:18,Class_B
UMTS,604,1,IAM,35.192642,-6.158094,1000,2015-05-23 07:12:18,Class_B
GSM,604,1,IAM,35.609148,-5.907203,24521,2015-05-20 05:12:35,Class_B
UMTS,604,1,IAM,35.731982,-5.890207,1628,2015-05-02 19:41:25,Class_B
UMTS,604,1,IAM,35.508499,-5.962281,2722,2015-05-01 03:34:18,Class_B
GSM,604,0,Orange,35.100748,-6.186339,7713,2015-04-30 18:35:48,Class_B
GSM,604,0,Orange,35.12453,-6.167186,5396,2015-04-30 18:35:47,Class_B
UMTS,604,1,IAM,35.819235,-5.714375,1217,2015-04-29 21:06:11,Class_B
GSM,604,1,IAM,35.155926,-6.151772,11253,2015-04-21 12:30:57,Class_B
UMTS,604,1,IAM,35.510034,-5.961174,2590,2015-04-15 17:51:09,Class_B
UMTS,604,1,IAM,35.777719,-5.851071,1000,2015-04-14 12:15:03,Class_B
UMTS,604,1,IAM,35.771567,-5.858102,1013,2015-04-14 12:15:03,Class_B
GSM,604,1,IAM,35.672625,-5.790617,25565,2015-04-01 02:04:18,Class_B
GSM,604,1,IAM,35.10805,-6.186275,8960,2015-03-31 09:33:08,Class_B
GSM,604,2,inwi,35.198007,-6.100328,15486,2015-03-13 13:45:32,Class_B
GSM,604,1,IAM,35.872187,-5.519579,32070,2015-01-20 10:46:12,Class_B
UMTS,604,1,IAM,35.756871,-5.80864,68956,2015-01-01 16:28:38,Class_B
